difficulty,ILP,ILP stdev,ILP GPU,ILP GPU stdev,ILP GPU VRAM,ILP GPU VRAM stdev,Hill Climbing v1,Hill Climbing v1 stdev,Hill Climbing v3,Hill Climbing v3 stdev,Offering Order,Offering Order stdev
1,18905.68,3620.524809404046,6317942.6,2350.6994616887278,nan,nan,58402.14,4060.3666417842473,39987.12,3412.0969113207934,nan,nan
2,6317536.28,1876.2577826457577,3212641.38,1681.5430582458166,13732248289.28,735072.3967794349,57126.38,3187.764496525131,38486.66,3351.2679513940416,20516.84,2263.845287134621
3,6317685.18,1904.3558414908723,3212852.16,1927.7869765455869,13736148992,0.0,57492.34,2742.802913228788,38693.24,3030.381504641531,21080.84,3024.3622121373096
4,6317247.96,1913.4199637170666,3213128.36,2136.46297206865,13736148992,0.0,57491.2,2542.017036183058,39385.58,3363.441047074091,20945.12,2277.0076106099227
5,6318011.9,2257.2859199688896,3213653.2,2238.883212857769,13735561789.44,4152149.1210610056,57633.18,3585.894945306612,39656,3496.7225937953935,21802.1,3166.6150552543113
6,6317566.08,1828.2366974877232,3213222.68,1893.4882984392934,13738497802.24,688412.6310464297,57847.54,3696.1366604406094,39321.32,3359.345000782997,21621.42,3058.9565453812206
7,6317154.24,1563.718639027116,3213477.84,2092.267233877925,13738330030.08,415128.43602224987,57476.42,2735.261425329937,39035.32,2470.0250220991525,21484.56,2498.5648791876915
8,6317562.44,2019.7322732258858,3212765.52,1850.50131365442,13738455859.2,635533.0287338274,57183.22,3068.019551929291,39901.44,3295.292852861859,22636.3,3524.941292028124
9,6318307.2,2230.775585818913,3212809.98,2037.0660323121585,13738413916.16,574719.2954730466,57338.24,3728.990548748154,39207.7,2845.3243511531873,21346.54,3318.3859809816445
10,6317969.06,2238.985770843758,3213216.4,1880.2072182803333,13738539745.28,735072.3967794349,57170.32,3518.4973801152037,39546.4,3046.9469229083084,21498,2822.793998715399
11,6317863.8,1859.6907138071126,3213075.42,1820.2276387129973,13738371973.12,503102.439386451,57227.7,2564.1822760673545,39653.98,3466.627906252438,21604.72,2972.5185984210734
12,6318384.16,2350.2899287934147,3212851.4,1742.3506289738912,13738288087.04,296582.0800757861,57449.42,3397.656053330692,39354,3288.110492706244,21415.36,2381.7394069144048
13,6317409.5,1940.6319846895237,3213040.96,1993.9596741260382,13738246144,0.0,57854.22,3325.8210297670585,39765.28,3483.405892783319,21410.54,2877.027818738623
14,6317901.02,2025.8504033453935,3213498.66,2151.0417183024488,13738665574.4,847377.3716451032,57646.66,3389.4901405156884,38620.36,2220.2081145326747,20982.56,2158.1724332009644
15,6317923.6,2035.6836889931237,3212938.1,2165.386002729381,13738665574.4,847377.3716451032,56808.76,2640.442638835313,38974.5,2079.3440316697997,21460.36,2968.0103055544723
16,6318361.2,2081.8514032721264,3213088.24,1783.1486204040816,13739839979.52,904751.4506055384,57741.42,2998.6712982075705,39689.1,3287.720916764471,21196.64,2801.2124908288392
17,6317518.76,1715.2592064484372,3213430.02,1757.287792977274,13739336663.04,1058373.997962353,56892.38,2745.1783399187716,39851.8,3259.5858570044866,21051.96,2889.1888838444975
18,6317771.06,2172.9105319823916,3213081.74,2305.638260474367,13738413916.16,574719.2954730466,57515.1,2828.653189655271,39104.14,2241.4069470868026,21962.44,3227.547189999469
19,6317658.56,1886.0751511852245,3213198.22,2200.5636596108734,13738665574.4,847377.3716451032,57119.84,2730.1180759394692,39849.38,2868.897789417122,21764.42,2607.825680367396
20,6317826.14,2016.6212398211915,3212766.14,1860.777553188177,13739504435.2,1405216.3987921749,57549.42,3623.6409984028664,39662.92,3208.528302979484,22298.56,3242.143238976467
21,6317851.32,2299.8592453825145,3212864.48,1843.0116794562764,13740594954.24,2267427.3120497884,57334,3444.1543969752693,39328.58,3021.7181765292653,21774.4,3304.348279316272
