difficulty,ILP,ILP stdev,ILP GPU,ILP GPU stdev,ILP GPU VRAM,ILP GPU VRAM stdev,Hill Climbing v1,Hill Climbing v1 stdev,Hill Climbing v3,Hill Climbing v3 stdev,Offering Order,Offering Order stdev
1,19060.22,3113.714464580652,6304225.38,2729.2417493000594,nan,nan,48158.4,3509.4089042377004,34258.52,3614.642592431568,nan,nan
2,18791.82,3047.3977101247333,6303898.24,2627.8035800855064,nan,nan,47998.32,3240.0292606388475,34250.48,3842.669879877048,nan,nan
3,20127.16,4356.029747092072,6303501.14,2317.127391264222,nan,nan,48200.52,3338.031769086174,33406.96,3032.665184423814,nan,nan
4,6303356.98,1996.0756548788424,3229249.84,1911.9697756128737,31330986885.12,503102.439386451,47191.14,2489.965002704632,34658.8,4027.9928307902883,19623.92,2660.3639526982633
5,19087.1,3411.06684640044,6304001.04,2397.0513941345625,nan,nan,47601.62,3138.094227913704,33716.72,2958.7502466482056,nan,nan
6,18884.92,3374.6507957816,6303518.68,2419.4707334878185,nan,nan,48198.18,3478.5938672787584,35195.48,4020.1274892973333,nan,nan
7,19300.18,3981.5160669559746,6304259.88,2373.0034584630403,nan,nan,48245.3,3072.2254398174014,33917.78,3347.968292159608,nan,nan
8,19180.24,4067.7319386726995,6304041.04,2420.9183445586114,nan,nan,47645.7,3206.2016643132256,33168.94,2444.1563329705405,nan,nan
9,18833.12,3330.5925356259577,6303984.34,2247.9801329102497,nan,nan,47386.1,3162.0772896490507,33975.36,3112.5752888853294,nan,nan
10,20071.54,4031.809090121167,6303149.18,2034.9851896367247,nan,nan,47184.02,3086.398128523782,34519.4,3580.636091021612,nan,nan
11,18532.18,2873.5297052473243,6303933.98,2504.1966367500386,nan,nan,47298,2861.0925057625473,33573.68,3360.946583378934,nan,nan
12,18656.82,3421.7847872424827,6303972.26,2074.6188419041396,nan,nan,47458.94,2728.941623428693,34120.88,3492.5248550092156,nan,nan
13,3538446.24,3150024.751694984,4582767.08,1541995.2347447723,13738246144,0.0,47540.38,3155.6788906376905,33650.72,3176.785456773458,21370.035714285714,2082.243367889953
14,6302919.04,2219.9063683141308,3228939.3,1853.670261609521,13738246144,0.0,47261.4,2900.030464301634,34318.78,3674.368196641403,20681.7,3264.891123915223
15,6303044.68,1867.1488298079137,3229572.26,1976.8973919673592,13738246144,0.0,47045.82,2930.558013938851,34013.4,3506.1360440210638,20804.38,2734.483519416269
16,6303634.08,2202.9730360472004,3229731.82,1879.1356533453004,13738288087.04,296582.0800757861,47435.42,3167.1494238607097,33062.74,2523.1337723278216,20496.48,2672.1342019946132
17,6303197.18,2351.9374097079353,3229944.4,2056.908419181068,13738246144,0.0,47430.74,2846.567548569931,33809.3,2969.9492763482735,21042.86,2959.3460875190463
18,6302993.56,2281.752952697302,3229699.9,1747.0129872302095,13738246144,0.0,48200.06,3008.686956200024,34324.9,3511.7390264363207,20727.5,3116.133136515479
19,6303391.02,2028.829042897928,3229788.78,2413.2670318343917,13738246144,0.0,47208.28,3413.6896493443596,34087.96,3331.453319927677,20558.64,2704.7380857770795
20,6302873.62,1914.518620053253,3229136.12,1941.3382680564478,13738246144,0.0,47829.2,3351.846429924247,33937.6,3091.773066361364,21028.22,2243.171463780325
21,6303368.56,1684.2326558951627,3229462.62,1843.4344598480038,13738246144,0.0,47021.98,3076.969145448296,33648.58,3204.116141554708,20648.32,2698.706836502949
