difficulty,ILP,ILP stdev,ILP GPU,ILP GPU stdev,ILP GPU VRAM,ILP GPU VRAM stdev,Hill Climbing v1,Hill Climbing v1 stdev,Hill Climbing v3,Hill Climbing v3 stdev,Offering Order,Offering Order stdev
1,6316388.36,1835.7622423974856,3223582.72,1943.2154820801316,13732164403.2,635533.0287338274,57786.18,3472.834816229578,38888.74,3013.6527487758244,19830.48,2106.2921502110803
2,6316875.96,1933.8765230827464,3223497.6,1844.331613902667,13738246144,0.0,57874.76,3085.9364242793267,39020.86,2398.50472986477,21834.42,2796.91059220997
3,6316825.86,2146.2403293733373,3224156.06,2004.0983560734555,13738246144,0.0,58264.06,3574.0463515261163,39269.68,3329.936105533975,22290.92,3357.2941475940693
4,6316621.1,1987.5938406802845,3224169.72,2168.9837650524782,13740343296,0.0,58418.56,2418.6768195753275,39084.58,2575.8476004640347,21346.3,2529.578009898739
5,6316430.28,1893.7048564296672,3224250.82,2040.1952956738714,13739378606.08,1055826.7644306018,57484.48,3330.194951944883,39009.26,2409.634910190372,21268.98,2257.100555571059
6,6316661.46,1875.0066580562059,3224344.24,1886.6438570290118,13738246144,0.0,58422.94,3270.9442960960473,39017.16,2798.140682667689,21976.1,3267.2771116772137
7,6316532.14,1821.3658925910186,3224226.56,2149.6999331183365,13738246144,0.0,59179.46,3098.2021923847965,38276.96,2216.700719537935,21881.1,3156.1132791159835
8,6316309.6,2002.8486957229654,3223794.58,1860.0369657287865,13738246144,0.0,57728.24,2851.4610902812183,38565.64,2560.049862078184,21475.42,2804.7509627161453
9,6316758.16,1816.4426027209315,3224160.4,1879.4279090473576,13738917232.64,988203.338168609,59260.52,3848.6722981796606,38767.76,2634.481225778539,21763.9,3065.8656483070795
10,6317035.84,1865.085809264112,3224389.26,1865.5517081867142,13738246144,0.0,58038.18,2752.4819945285894,38745.08,2746.486585603134,21473.22,3273.0713921891997
11,6316273.06,2042.1649317749605,3224160.1,1947.8362066033947,13739923865.6,847377.3716451032,58203.14,3219.1245229542947,39527.58,2913.9873172864227,21406.04,3006.224745899272
12,6316401.54,1927.454419482773,3223867.16,1892.6360017451957,13738246144,0.0,57638.34,2675.039230000341,39003.88,3027.1382770814134,20623.82,2551.9302793399834
13,6316179.8,1880.5752268052106,3224118.02,2012.1570260670562,13737616998.4,4448731.201136791,58820.54,3272.3239149707956,39229.58,3071.9048872526196,21659.84,3009.7226623876486
14,6316463.98,1752.7021411267244,3224350.3,2040.5775317946893,13738833346.56,1407769.0192408024,57181,2557.940434276397,38763.34,2101.8419483677567,21854.26,2661.1451563688343
15,6316730.88,1930.7680573876737,3223953.54,1896.2908608595865,13738707517.44,877557.3597773738,57751.62,2914.6177184134795,38719.64,2542.384785662341,21528.38,2871.4771914149565
16,6316304.76,1639.1145265113137,3224390.98,2069.987976796395,13739798036.48,1574503.7743500979,57863.8,2991.1444605156516,38972.82,2474.156906000548,21214.36,3067.5413591676447
17,6316768.2,1919.340830725433,3224176.96,2013.6262138191366,13739798036.48,1978676.0612578883,57713.26,2723.049047427144,39137.4,3137.9094301519817,20873.94,2941.362959165533
18,6316347.38,1972.1189049096508,3224286.56,1921.9838407441496,13739252776.96,1541668.0047990554,57340.3,2589.377162917124,39724.36,3292.266372539607,21126.28,2534.4733143642466
19,6316431,1948.7955463908092,3223909,2184.3994271064203,13740678840.32,1296238.1260186038,58185.44,3332.4260707080502,38482.62,2756.0860734907747,20918,2338.2996351352126
20,6316345.82,1966.2750828998096,3224515.92,2031.200859650492,13742985707.52,2867655.735134887,57406.7,3354.4951337035527,38993.38,2709.604925566283,21628.54,2541.4971420123893
21,6316542.9,1879.8923140022937,3223674.04,1855.9922805082251,13743405137.92,3176535.10624234,58260.28,2864.6909085680873,39109.86,3014.2254090785405,21935.38,3058.360831409865
